unit_type,peer_set,region,unit_name,main_or_sub_layer,provisional_grade,confidence,population_source,population_table_id,population_period,population_value,population_score,migration_source,migration_table_id,migration_period,migration_value,migration_score,employment_source,employment_table_id,employment_period,employment_value,employment_score,business_source,business_table_id,business_period,business_value,business_score,commuting_source,commuting_table_id,commuting_period,commuting_value,commuting_score,fiscal_source,fiscal_table_id,fiscal_period,fiscal_value,fiscal_score,housing_source,housing_table_id,housing_period,housing_value,housing_score,urban_form_source,urban_form_table_id,urban_form_period,urban_form_value,urban_form_score,supplementary_source,supplementary_table_id,supplementary_period,supplementary_value,supplementary_score,total_score,final_grade,notes
autonomous_district,seoul_autonomous_gu,Seoul,종로구,main,2,provisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autonomous_district,seoul_autonomous_gu,Seoul,중구,main,2,provisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autonomous_district,seoul_autonomous_gu,Seoul,용산구,main,3,provisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autonomous_district,seoul_autonomous_gu,Seoul,성동구,main,3,provisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autonomous_district,seoul_autonomous_gu,Seoul,광진구,main,4,provisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autonomous_district,seoul_autonomous_gu,Seoul,동대문구,main,5,provisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autonomous_district,seoul_autonomous_gu,Seoul,중랑구,main,5,provisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autonomous_district,seoul_autonomous_gu,Seoul,성북구,main,5,provisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autonomous_district,seoul_autonomous_gu,Seoul,강북구,main,6,provisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autonomous_district,seoul_autonomous_gu,Seoul,도봉구,main,6,provisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autonomous_district,seoul_autonomous_gu,Seoul,노원구,main,4,provisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autonomous_district,seoul_autonomous_gu,Seoul,은평구,main,5,provisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autonomous_district,seoul_autonomous_gu,Seoul,서대문구,main,4,provisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autonomous_district,seoul_autonomous_gu,Seoul,마포구,main,3,provisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autonomous_district,seoul_autonomous_gu,Seoul,양천구,main,4,provisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autonomous_district,seoul_autonomous_gu,Seoul,강서구,main,3,provisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autonomous_district,seoul_autonomous_gu,Seoul,구로구,main,5,provisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autonomous_district,seoul_autonomous_gu,Seoul,금천구,main,6,provisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autonomous_district,seoul_autonomous_gu,Seoul,영등포구,main,3,provisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autonomous_district,seoul_autonomous_gu,Seoul,동작구,main,4,provisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autonomous_district,seoul_autonomous_gu,Seoul,관악구,main,5,provisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autonomous_district,seoul_autonomous_gu,Seoul,서초구,main,1,provisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autonomous_district,seoul_autonomous_gu,Seoul,강남구,main,1,provisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autonomous_district,seoul_autonomous_gu,Seoul,송파구,main,1,provisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autonomous_district,seoul_autonomous_gu,Seoul,강동구,main,4,provisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autonomous_district,incheon_autonomous_units,Incheon,중구,main,5,provisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autonomous_district,incheon_autonomous_units,Incheon,동구,main,5,provisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autonomous_district,incheon_autonomous_units,Incheon,미추홀구,main,4,provisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autonomous_district,incheon_autonomous_units,Incheon,연수구,main,3,provisional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
